park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC,Avg_Annual_Visits_5Yr
Chesapeake and Ohio Canal National Historical Park,CHOH,North Mountain Hiker-Biker (109.60),NA,Non-Potable (NonPOT),NA,unknown groundwater,-77.960011,39.610858,"c(-77.960011, 39.610858)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Opequon Junction Hiker-Biker (090.94),NA,Non-Potable (NonPOT),NA,unknown groundwater,-77.860758,39.51606,"c(-77.860758, 39.51606)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Paw Paw Tunnel (155.20),NA,Transient Non-Community Water System (TNC),MD0010013,shallow groundwater,-78.460945,39.544744,"c(-78.460945, 39.544744)","VALE SUMMIT COMM WATER CO, INC",CWS,60,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Pigmans Ferry Hiker-Biker (169.17),NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.650701,39.538854,"c(-78.650701, 39.538854)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Potomac Forks Hiker-Biker (164.82),NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.588806,39.530836,"c(-78.588806, 39.530836)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Purslane Run Hiker-Biker (157.04),NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.46427,39.535576,"c(-78.46427, 39.535576)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Sorrel Ridge Hiker-Biker (154.02),NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.453349,39.571522,"c(-78.453349, 39.571522)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Spring Gap Campground (173.37),NA,Transient Non-Community Water System (TNC),MD0010013,shallow groundwater,-78.717634,39.564188,"c(-78.717634, 39.564188)","VALE SUMMIT COMM WATER CO, INC",CWS,60,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Stickpile Hill Hiker-Biker (149.36),NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.397764,39.583515,"c(-78.397764, 39.583515)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Town Creek Hiker-Biker (162.02),NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.538558,39.524693,"c(-78.538558, 39.524693)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Turtle Run Hiker-Biker (034.43),NA,Non-Potable (NonPOT),NA,unknown groundwater,-77.515714,39.139333,"c(-77.515714, 39.139333)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,White Rock Hiker-Biker (126.43),NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.209675,39.677683,"c(-78.209675, 39.677683)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Green Spring Maintenance Building,NA,Non-Transient Non-Community Water System (NTNC),MD0210011,unknown groundwater,-78.612232,39.540333,"c(-78.612232, 39.540333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4569014.2
Chesapeake and Ohio Canal National Historical Park,CHOH,Ferry Hill C&O Canal Historic Park,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.797534,39.43925,"c(-77.797534, 39.43925)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4569014.2
Colonel Charles Young Buffalo Soldiers National Monument,CHYO,City Water,Well,Non-Public Water System (NP),NA,unknown groundwater,-83.890265,39.707263,"c(-83.890265, 39.707263)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4811.6
Colonel Charles Young Buffalo Soldiers National Monument,CHYO,Well,Well,Non-Potable (NonPOT),NA,unknown groundwater,-83.89026,39.70723,"c(-83.89026, 39.70723)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4811.6
City of Rocks National Reserve,CIRO,Emory Water System,NA,Transient Non-Community Water System (TNC),ID5160011,shallow groundwater,-113.7291,42.0885,"c(-113.7291, 42.0885)",ITD COTTERELL P O E,TNCWS,450,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,90855.6
City of Rocks National Reserve,CIRO,UTIL NR Water System Bath Rock,NA,Transient Non-Community Water System (TNC),ID5160011,deep groundwater,-113.59151,42.10191,"c(-113.59151, 42.10191)",ITD COTTERELL P O E,TNCWS,450,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,90855.6
Congaree National Park,CONG,Fire Suppression System,Fire Suppression Water System,Transient Non-Community Water System (TNC),SC4070600,deep groundwater,-80.82263,33.82987,"c(-80.82263, 33.82987)",CONGAREE NATIONAL PARK (4070600),TNCWS,170,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,239939.8
Congaree National Park,CONG,Learning Center Water System,Learning Center Water System,Transient Non-Community Water System (TNC),SC4070600,deep groundwater,-80.81885,33.83141,"c(-80.81885, 33.83141)",CONGAREE NATIONAL PARK (4070600),TNCWS,170,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,239939.8
Congaree National Park,CONG,Visitor Center Water System,Visitor Center Water System,Transient Non-Community Water System (TNC),SC4070600,deep groundwater,-80.82263,33.82987,"c(-80.82263, 33.82987)",CONGAREE NATIONAL PARK (4070600),TNCWS,170,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,239939.8
Coronado National Memorial,CORO,Parkwide Water System,NA,Transient Non-Community Water System (TNC),AZ0402702,deep groundwater,-110.25236,31.348167,"c(-110.25236, 31.348167)",CORONADO MEMORIAL,TNCWS,135,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,151475.2
Crater Lake National Park,CRLA,Water System Annie Springs,NA,Community Water System (CWS),OR4101080,spring,-122.168973,42.87219,"c(-122.168973, 42.87219)",NPS ANNIE SPRINGS,CWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,624034
Crater Lake National Park,CRLA,Water System Mazama,NA,Community Water System (CWS),OR4101080,spring,-122.168973,42.87219,"c(-122.168973, 42.87219)",NPS ANNIE SPRINGS,CWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,624034
Crater Lake National Park,CRLA,Water System Mazama,NA,Community Water System (CWS),OR4101080,unknown groundwater,-122.168973,42.87219,"c(-122.168973, 42.87219)",NPS ANNIE SPRINGS,CWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,624034
Crater Lake National Park,CRLA,Water System Lost Creek,NA,Transient Non-Community Water System (TNC),OR4190183,river/stream,-122.046134,42.882974,"c(-122.046134, 42.882974)",NPS LOST CREEK CG/CRATER LAKE,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,624034
Craters of the Moon National Monument,CRMO,UTIL Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-113.562043,43.46201,"c(-113.562043, 43.46201)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,268147.4
Craters of the Moon National Monument,CRMO,UTIL Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-113.562043,43.46201,"c(-113.562043, 43.46201)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,268147.4
Cumberland Gap National Historical Park,CUGA,Hensley Settlement Water System,NA,Transient Non-Community Water System (TNC),KY0072713,unknown groundwater,-83.52532,36.67266,"c(-83.52532, 36.67266)",CUMBERLAND GAP NHP/HENSLEY,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,7425962
Cumberland Gap National Historical Park,CUGA,Pinnacle Water System,NA,Transient Non-Community Water System (TNC),KY072714,deep groundwater,-83.67308,36.606385,"c(-83.67308, 36.606385)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7425962
Cumberland Island National Seashore,CUIS,Nightingale Well System,Nightingale Water System,Transient Non-Community Water System (TNC),GA0390004,unknown groundwater,-81.47121,30.75629,"c(-81.47121, 30.75629)",CINS-NIGHTINGALE,TNCWS,26,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,67088.8
Cumberland Island National Seashore,CUIS,Alberty House Water System,Alberty House Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.43466,30.9231,"c(-81.43466, 30.9231)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Brickhill Campground Well System,Brickhill Campground Well,Non-Public Water System (NP),NA,shallow groundwater,-81.444287,30.896913,"c(-81.444287, 30.896913)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Burbank Point Well System,NA,Non-Potable (NonPOT),NA,shallow groundwater,-81.44577,30.929561,"c(-81.44577, 30.929561)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Davis House Well System,Davis House Water System,Non-Public Water System (NP),NA,shallow groundwater,-81.4659,30.78629,"c(-81.4659, 30.78629)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Dungeness Mansion Garden Well System,NA,Non-Potable (NonPOT),NA,unknown groundwater,-81.470268,30.7475,"c(-81.470268, 30.7475)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Dungeness Mansion Well System,NA,Non-Potable (NonPOT),NA,unknown groundwater,-81.470881,30.748496,"c(-81.470881, 30.748496)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Goodsill House Water System,Goodsill House Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.4659,30.786293,"c(-81.4659, 30.786293)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Hunt Camp Cabin Well System,Hunt Camp Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.46611,30.85349,"c(-81.46611, 30.85349)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,North Cabin Well System,North Cabin Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.43518,30.92167,"c(-81.43518, 30.92167)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Philips House Water System,Philips House Water System,Non-Public Water System (NP),NA,shallow groundwater,-81.4659,30.78629,"c(-81.4659, 30.78629)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Plum Orchard Well System,Plum Orchard Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.46497,30.85629,"c(-81.46497, 30.85629)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,South Cabin Well System,South Cabin Water System,Non-Public Water System (NP),NA,shallow groundwater,-81.46362,30.78632,"c(-81.46362, 30.78632)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Stafford Beach House Well System,Stafford Beach House Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.44883,30.81167,"c(-81.44883, 30.81167)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Stafford Campground Well System,Stafford Campground Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.45063,30.80783,"c(-81.45063, 30.80783)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,White Cottage Well System,White Cottage Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.47221,30.7503,"c(-81.47221, 30.7503)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,White Cottage Well System (Duck Pond),NA,Non-Potable (NonPOT),NA,unknown groundwater,-81.47273,30.75112,"c(-81.47273, 30.75112)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Cumberland Island National Seashore,CUIS,Yankee Paradise Well System,Yankee Paradise Well,Non-Public Water System (NP),NA,unknown groundwater,-81.447801,30.849206,"c(-81.447801, 30.849206)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,67088.8
Curecanti National Recreation Area,CURE,Stevens Creek Water System SC,NA,Transient Non-Community Water System (TNC),CO0326002,shallow groundwater,-107.09223,38.4971,"c(-107.09223, 38.4971)",CURECANTI NRA STEVENS CREEK,TNCWS,107,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,956425
Curecanti National Recreation Area,CURE,Elk Creek Water System EC,NA,Non-Transient Non-Community Water System (NTNC),CO0326003,deep groundwater,-107.180534,38.476263,"c(-107.180534, 38.476263)",CURECANTI NRA ELK CREEK,NTNCWS,206,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,956425
Curecanti National Recreation Area,CURE,Elk Creek Water System EC,NA,Non-Transient Non-Community Water System (NTNC),CO0326003,deep groundwater,-107.172212,38.477048,"c(-107.172212, 38.477048)",CURECANTI NRA ELK CREEK,NTNCWS,206,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,956425
Curecanti National Recreation Area,CURE,Lake Fork Water System LF,NA,Transient Non-Community Water System (TNC),CO0326008,shallow groundwater,-107.251148,38.42995,"c(-107.251148, 38.42995)",CURECANTI NRA LAKE FORK RA,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,956425
Curecanti National Recreation Area,CURE,Cimarron Water System CM,NA,Transient Non-Community Water System (TNC),CO0326010,shallow groundwater,-107.55091,38.44388,"c(-107.55091, 38.44388)",CURECANTI CIMARRON RA,TNCWS,85,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,956425
Curecanti National Recreation Area,CURE,East Portal Water System EP,NA,Transient Non-Community Water System (TNC),CO0326011,shallow groundwater,-107.645995,38.524732,"c(-107.645995, 38.524732)",CURECANTI NRA EAST PORTAL RA,TNCWS,59,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,956425
Curecanti National Recreation Area,CURE,Gateview Water System GV2,NA,Non-Public Water System (NP),NA,unknown groundwater,-107.242876,38.384456,"c(-107.242876, 38.384456)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,956425
Curecanti National Recreation Area,CURE,Red Creek Water System RC,NA,Non-Public Water System (NP),NA,shallow groundwater,-107.208257,38.563442,"c(-107.208257, 38.563442)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,956425
Curecanti National Recreation Area,CURE,Iola Water System IO,NA,Non-Public Water System (NP),NA,shallow groundwater,-107.170057,38.449897,"c(-107.170057, 38.449897)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,956425
Curecanti National Recreation Area,CURE,Dry Gulch Water System DG,NA,Non-Public Water System (NP),NA,shallow groundwater,-107.18844,38.484116,"c(-107.18844, 38.484116)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,956425
Curecanti National Recreation Area,CURE,Ponderosa Water System PO,NA,Non-Public Water System (NP),NA,shallow groundwater,-107.321932,38.525404,"c(-107.321932, 38.525404)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,956425
Curecanti National Recreation Area,CURE,East Elk Creek Water System EE,NA,Non-Public Water System (NP),NA,shallow groundwater,-107.16846,38.48353,"c(-107.16846, 38.48353)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,956425
Cuyahoga Valley National Park,CUVA,Botzum Farm Well,NA,Non-Public Water System (NP),NA,shallow groundwater,-81.581389,41.173611,"c(-81.581389, 41.173611)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2857285
Cuyahoga Valley National Park,CUVA,Central Maint. Area,CVNRA - CENTRAL MAINTENANCE AREA,Non-Public Water System (NP),OH1841115 ,unknown groundwater,-81.58727,41.308315,"c(-81.58727, 41.308315)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2857285
Cuyahoga Valley National Park,CUVA,Inn at Brandywine Falls,NA,Non-Public Water System (NP),NA,unknown groundwater,-81.53873,41.278059,"c(-81.53873, 41.278059)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2857285
Cuyahoga Valley National Park,CUVA,Inn at Brandywine Falls,NA,Non-Public Water System (NP),NA,unknown groundwater,-81.53873,41.278059,"c(-81.53873, 41.278059)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2857285
Cuyahoga Valley National Park,CUVA,Ira Dorm,NA,Non-Public Water System (NP),OH7799954,unknown groundwater,-81.5749,41.2666,"c(-81.5749, 41.2666)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2857285
Cuyahoga Valley National Park,CUVA,Keleman Point,NA,Non-Public Water System (NP),NA,unknown groundwater,-81.562602,41.205707,"c(-81.562602, 41.205707)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2857285
Cuyahoga Valley National Park,CUVA,Standford Primative Campground (tank),Stanford Primitive Campground,Transient Non-Community Water System (TNC),OH7799951,unknown groundwater,-81.555957,41.271123,"c(-81.555957, 41.271123)",CVNRA - STANFORD HOUSE,TNCWS,29,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,2857285
Cuyahoga Valley National Park,CUVA,Tilden House (CVSR),RR Partners Office Building,Non-Public Water System (NP),NA,unknown groundwater,-81.585903,41.248564,"c(-81.585903, 41.248564)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2857285
Cuyahoga Valley National Park,CUVA,Trapp Family Farm,NA,Non-Public Water System (NP),NA,NA,-81.528818,41.236034,"c(-81.528818, 41.236034)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,2857285
Cuyahoga Valley National Park,CUVA,SD Duffy Cistern,Abandoned,Transient Non-Community Water System (TNC),OH7762412,unknown groundwater,-81.517617,41.205197,"c(-81.517617, 41.205197)",MAGIC CITY DRIVE-IN THEATER,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,2857285
Devil's Postpile National Monument,DEPO,UTIL Water System,Main,Transient Non-Community Water System (TNC),CA2600505,deep groundwater,-119.083611,37.630089,"c(-119.083611, 37.630089)",TWIN LAKES ENTERPRISES,TNCWS,325,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,113967.8
De Soto National Memorial,DESO,Irrigation Water System,Irrigation Water System,Non-Potable (NonPOT),NA,shallow groundwater,-82.64489,27.52169,"c(-82.64489, 27.52169)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,181346.4
Devils Tower National Monument,DETO,WS Entrance Station Distribution System NON-POT,NA,Non-Potable (NonPOT),NA,unknown groundwater,-104.720463,44.590246,"c(-104.720463, 44.590246)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,522115.2
Devils Tower National Monument,DETO,Public Water System,NA,Community Water System (CWS),WY5680114,deep groundwater,-104.717861,44.5883,"c(-104.717861, 44.5883)",DEVILS TOWER NATIONAL MONUMENT,TNCWS,3071,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300",522115.2
Death Valley National Park,DEVA,MSU4 Mesquite Water System,Mesquite Springs WS,Transient Non-Community Water System (TNC),CA1410500,spring,-117.369365,36.962428,"c(-117.369365, 36.962428)","NPS - DEATH VALLEY, MESQUITE SPRINGS",TNCWS,35,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1275926.4
Death Valley National Park,DEVA,Stovepipe Wells Water System,Stovepipe Wells WS,Community Water System (CWS),CA1410502,deep groundwater,-117.14806,36.607073,"c(-117.14806, 36.607073)","NPS - DEATH VALLEY, STOVEPIPE WELLS",CWS,175,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1275926.4
Death Valley National Park,DEVA,CCQ Cow Creek (Nevares) Water System,NA,Community Water System (CWS),CA1410503,spring,-116.821909,36.511835,"c(-116.821909, 36.511835)","NPS - DEATH VALLEY, COW CREEK/NEVARES",CWS,88,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1275926.4
Death Valley National Park,DEVA,GVU3 Grapevine Water System,Grapevine WS,Community Water System (CWS),CA1410504,spring,-117.355407,36.98523,"c(-117.355407, 36.98523)","NPS - DEATH VALLEY, GRAPEVINE RS",TNCWS,27,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1275926.4
Death Valley National Park,DEVA,Furnace Creek Water System,Furnace Creek WS,Community Water System (CWS),CA1410505,unknown groundwater,-116.821909,36.511835,"c(-116.821909, 36.511835)","NPS - DEATH VALLEY, FURNACE CREEK",CWS,150,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1275926.4
Death Valley National Park,DEVA,Furnace Creek Water System,Furnace Creek WS,Community Water System (CWS),CA1410505,unknown groundwater,-116.838093,36.456353,"c(-116.838093, 36.456353)","NPS - DEATH VALLEY, FURNACE CREEK",CWS,150,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1275926.4
Death Valley National Park,DEVA,Furnace Creek Water System,Furnace Creek WS,Community Water System (CWS),CA1410505,unknown groundwater,-116.83,36.456,"c(-116.83, 36.456)","NPS - DEATH VALLEY, FURNACE CREEK",CWS,150,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1275926.4
Death Valley National Park,DEVA,U6 Scottys Castle Water System,Scotty's Castle WS,Transient Non-Community Water System (TNC),CA1410506,spring,-117.329543,36.993662,"c(-117.329543, 36.993662)","NPS - DEATH VALLEY, SCOTTY S CASTLE",TNCWS,850,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000",1275926.4
Death Valley National Park,DEVA,Wildrose Water Systems,Wildrose WS,Transient Non-Community Water System (TNC),CA1410507,spring,-117.211767,36.261997,"c(-117.211767, 36.261997)","NPS - DEATH VALLEY, WILDROSE CMPGD",TNCWS,35,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1275926.4
Death Valley National Park,DEVA,Emigrant Water Systems,Emigrant WS,Transient Non-Community Water System (TNC),CA1410509,spring,-117.194367,36.434274,"c(-117.194367, 36.434274)","NPS - DEATH VALLEY, EMIGRANT RA/CG",TNCWS,150,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1275926.4
Delaware Water Gap National Recreation Area,DEWA,Angerman House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85033,41.19595,"c(-74.85033, 41.19595)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Bevans Cottage (Red) Well,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85315,41.19586,"c(-74.85315, 41.19586)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Bevans Cottage (White) Well,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85379,41.19608,"c(-74.85379, 41.19608)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Bushkill Firehouse Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.002673,41.095995,"c(-75.002673, 41.095995)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Callahan House,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.799886,41.316895,"c(-74.799886, 41.316895)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Camp KEP,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.908663,41.098981,"c(-74.908663, 41.098981)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Camp KEP Residence Well,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.908663,41.098981,"c(-74.908663, 41.098981)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Chado Farm,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.856881,41.100873,"c(-74.856881, 41.100873)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Congleton House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85503,41.19449,"c(-74.85503, 41.19449)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Dingmans Dutch Reform Church,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.869106,41.225537,"c(-74.869106, 41.225537)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Dingmans Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.873594,41.211131,"c(-74.873594, 41.211131)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Dunnfield Creek Well With Hand Pump,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.12562,40.97188,"c(-75.12562, 40.97188)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Eshback Well With Hand Pump,Eshback Access,Non-Public Water System (NP),NA,unknown groundwater,-74.92626,41.13722,"c(-74.92626, 41.13722)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Foster Armstrong,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.788609,41.309246,"c(-74.788609, 41.309246)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Fountain of Youth Spring,NA,Non-Public Water System (NP),NA,spring,-74.96124,41.055494,"c(-74.96124, 41.055494)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
