park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC,Avg_Annual_Visits_5Yr
Sequoia National Park,SEQU,GF Dorst Water System,Dorst CG,Transient Non-Community Water System (TNC),CA5410519,river/stream,-118.8071,36.6321,"c(-118.8071, 36.6321)",NPS-DORST CG,TNCWS,900,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000",1189229.8
Sequoia National Park,SEQU,GF Pinewood Water System,Pinewood Picnic Area,Transient Non-Community Water System (TNC),CA5410520,unknown groundwater,-118.765743,36.574093,"c(-118.765743, 36.574093)",NPS-PINEWOOD WATER SYSTEM,TNCWS,2900,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300",1189229.8
Shenandoah National Park,SHEN,Camp Hoover/Creel Cabin,NA,Non-Public Water System (NP),NA,unknown groundwater,-78.42051,38.49156,"c(-78.42051, 38.49156)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1614958.6
Shenandoah National Park,SHEN,Rockfish Gap Entrance Station,NA,Non-Public Water System (NP),NA,deep groundwater,-78.85593,38.03758,"c(-78.85593, 38.03758)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1614958.6
Shenandoah National Park,SHEN,Whiteoak Cabins,NA,Non-Public Water System (NP),NA,unknown groundwater,-78.36593,38.57911,"c(-78.36593, 38.57911)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1614958.6
Shenandoah National Park,SHEN,Dundo,NA,Transient Non-Community Water System (TNC),VA2003253,spring,-78.71747,38.23547,"c(-78.71747, 38.23547)",SNP-DUNDO,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Loft Mountain,NA,Transient Non-Community Water System (TNC),VA2003444,deep groundwater,-78.658622,38.266642,"c(-78.658622, 38.266642)",SNP-LOFT MOUNTAIN,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Loft Mountain,NA,Transient Non-Community Water System (TNC),VA2003444,deep groundwater,-78.6591,38.267825,"c(-78.6591, 38.267825)",SNP-LOFT MOUNTAIN,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Simmons Gap,NA,Transient Non-Community Water System (TNC),VA2079775,deep groundwater,-78.621102,38.300877,"c(-78.621102, 38.300877)",SNP-SIMMONS GAP,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,South River Picnic Area,NA,Transient Non-Community Water System (TNC),VA2079825,unknown groundwater,-78.518398,38.381347,"c(-78.518398, 38.381347)",SNP-SOUTH RIVER PICNIC GROUNDS,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,spring,-78.440988,38.529598,"c(-78.440988, 38.529598)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,spring,-78.440988,38.529598,"c(-78.440988, 38.529598)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,deep groundwater,-78.424647,38.511817,"c(-78.424647, 38.511817)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,deep groundwater,-78.425139,38.510361,"c(-78.425139, 38.510361)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,deep groundwater,-78.424453,38.512917,"c(-78.424453, 38.512917)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,unknown groundwater,-78.42464,38.51181,"c(-78.42464, 38.51181)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Pinnacles,NA,Transient Non-Community Water System (TNC),VA2139590,unknown groundwater,-78.34153,38.62031,"c(-78.34153, 38.62031)",SNP-PINNACLES,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Elkwallow,NA,Transient Non-Community Water System (TNC),VA2139663,deep groundwater,-78.317752,38.73467,"c(-78.317752, 38.73467)",SNP-ELKWALLOW,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Park Headquarters,NA,Non-Transient Non-Community Water System (NTNC),VA2139665,deep groundwater,-78.370971,38.667723,"c(-78.370971, 38.667723)",SNP-NATIONAL PARK HEADQUARTERS,NTNCWS,110,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Park Headquarters,NA,Non-Transient Non-Community Water System (NTNC),VA2139665,deep groundwater,-78.36866,38.66641,"c(-78.36866, 38.66641)",SNP-NATIONAL PARK HEADQUARTERS,NTNCWS,110,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Lewis Mountain,NA,Transient Non-Community Water System (TNC),VA2139666,deep groundwater,-78.478432,38.439434,"c(-78.478432, 38.439434)",SNP-LEWIS MOUNTAIN,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,spring,-78.37933,38.59638,"c(-78.37933, 38.59638)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,deep groundwater,-78.3828,38.587269,"c(-78.3828, 38.587269)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,unknown groundwater,-78.37933,38.59638,"c(-78.37933, 38.59638)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,deep groundwater,-78.382489,38.587294,"c(-78.382489, 38.587294)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,deep groundwater,-78.382997,38.591011,"c(-78.382997, 38.591011)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1614958.6
Shenandoah National Park,SHEN,Thornton Gap,NA,Transient Non-Community Water System (TNC),VA2139938,deep groundwater,-78.326725,38.658062,"c(-78.326725, 38.658062)",SNP-PANORAMA/THORNTON GAP,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Swift Run Gap,NA,Transient Non-Community Water System (TNC),VA2165681,unknown groundwater,-78.5493,38.35793,"c(-78.5493, 38.35793)",SNP-SWIFT RUN GAP,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Piney River/Mathews Arm,NA,Transient Non-Community Water System (TNC),VA2187630,deep groundwater,-78.299117,38.764097,"c(-78.299117, 38.764097)",SNP-PINEY RIVER/MATHEWS ARM,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Shenandoah National Park,SHEN,Dickey Ridge,NA,Transient Non-Community Water System (TNC),VA2187735,deep groundwater,-78.200586,38.854961,"c(-78.200586, 38.854961)",SNP-DICKEY RIDGE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1614958.6
Sleeping Bear Dunes National Lakeshore,SLBE,1440 PRCG Water System,Platte River Water Camp ground,Transient Non-Community Water System (TNC),MI0007205,shallow groundwater,-86.115301,44.715746,"c(-86.115301, 44.715746)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,1440 PRCG Water System,Platte River Water Camp ground,Transient Non-Community Water System (TNC),MI0007205,shallow groundwater,-86.116308,44.716969,"c(-86.116308, 44.716969)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,1770 PR Loon Lake Comfort Station Water System,Loon Lake CS,Transient Non-Community Water System (TNC),MI0005574,shallow groundwater,-86.125658,44.708576,"c(-86.125658, 44.708576)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,2100 D.H. Day Campground Water System,DH-1-P DH DAY CG,Transient Non-Community Water System (TNC),MI0005572,shallow groundwater,-86.020264,44.896652,"c(-86.020264, 44.896652)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,2090 Outpost Group Water System,DH-5-P OUTPOST CG,Transient Non-Community Water System (TNC),MI2010845,deep groundwater,-86.04238,44.89142,"c(-86.04238, 44.89142)",SLBE OUTPOST CAMPGROUND DH5P,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,2740 Dune Climb Water System,NA,Transient Non-Community Water System (TNC),MI0005573,shallow groundwater,-86.042503,44.882477,"c(-86.042503, 44.882477)",OAKLAND HUNT SUBDIVISION,CWS,671,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000",1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,2040 Picnic Mountain Water System,Picnic Mtn,Transient Non-Community Water System (TNC),MI2011345,deep groundwater,-86.049626,44.871018,"c(-86.049626, 44.871018)",SLBE STOCKING PICNIC MTN DH13P,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,4300 SLBE USCGS Water System,"Coast Guard, Glen Haven Maritime Museum and Life-Saving Station",Transient Non-Community Water System (TNC),MI0005575,shallow groundwater,-86.03382,44.90803,"c(-86.03382, 44.90803)",PRESQUE ISLE HARBOR WATER CO.,CWS,845,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000",1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,2170 Glen Haven Water System,DH-17-P GLEN HAVEN STORE,Transient Non-Community Water System (TNC),MI0005571,shallow groundwater,-86.027489,44.902411,"c(-86.027489, 44.902411)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,6410 SMI Weather Station Water System #1,South Manitou Island,Transient Non-Community Water System (TNC),MI2012545,shallow groundwater,-86.10749,45.00275,"c(-86.10749, 45.00275)",SLBE WEATHERSTA CG 1 S SM4P,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,6400 SMI Weather Station Water System #2,South Manitou Island,Transient Non-Community Water System (TNC),MI2012645,deep groundwater,-86.113983,45.001734,"c(-86.113983, 45.001734)",SLBE WEATHERSTA CG 2 N SM10P,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,6480 SMI Village Water System,SMI Village,Transient Non-Community Water System (TNC),MI0005576,shallow groundwater,-86.09417,45.0097,"c(-86.09417, 45.0097)",PRESTWICK VILLAGE,CWS,1079,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300",1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,6480 SMI Village Water System,SMI Village,Transient Non-Community Water System (TNC),MI0005576,shallow groundwater,-86.09417,45.0097,"c(-86.09417, 45.0097)",PRESTWICK VILLAGE,CWS,1079,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300",1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,8190 NMI Village Water System,North Manitou,Transient Non-Community Water System (TNC),MI2013345,shallow groundwater,-85.97714,45.1225,"c(-85.97714, 45.1225)",SLBE VILLAGE UTILITIES NM1P,TNCWS,250,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,1730 PR Platte Point Comfort Station Water System,Platte,Transient Non-Community Water System (TNC),MI2014710,shallow groundwater,-86.15555,44.72994,"c(-86.15555, 44.72994)",SLBE PLATTE BAY PR14P,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,2700 Scenic Drive Kiosk Water System,DH-11-P SCENIC DR KIOSK,Transient Non-Community Water System (TNC),MI2023945,deep groundwater,-86.036872,44.860105,"c(-86.036872, 44.860105)",SCENIC DRIVE KIOSK,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,1050 Empire Water System,Empire Maint Water System,Transient Non-Community Water System (TNC),MI2011445,unknown groundwater,-86.05352,44.80315,"c(-86.05352, 44.80315)",SLBE EMPIRE MAINTENANCE SHOP PR11P,TNCWS,40,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,2300 Kropp Well Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-85.80785,44.93881,"c(-85.80785, 44.93881)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,4301 Tweddle Farmhouse QTRS Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-86.057529,44.792692,"c(-86.057529, 44.792692)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,4309 Esch Farmhouse QTRS Water System,NA,Non-Public Water System (NP),NA,deep groundwater,-86.053337,44.76237,"c(-86.053337, 44.76237)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,4339 William Day House QTRS Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-86.027087,44.902735,"c(-86.027087, 44.902735)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,4360 Dechow/Klett Farmhouse QTRS Water System,DH-12-NP KLETT FARMHOUSE,Non-Public Water System (NP),NA,shallow groundwater,-85.936582,44.935654,"c(-85.936582, 44.935654)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,"4370 Olsen, Charles Farmhouse Water System",Olsen Farm (Active),Non-Public Water System (NP),NA,unknown groundwater,-85.940648,44.93613,"c(-85.940648, 44.93613)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,4390 Thoreson Farmhouse Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-85.958837,44.930443,"c(-85.958837, 44.930443)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,6440 SMI School House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-86.113902,45.01827,"c(-86.113902, 45.01827)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Sleeping Bear Dunes National Lakeshore,SLBE,6460 SMI Popple Campground Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-86.11608,45.04618,"c(-86.11608, 45.04618)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1618818.4
Stones River National Battlefield,STRI,Cemetery Well Water System,Cemetery Water System,Non-Potable (NonPOT),NA,deep groundwater,-86.433889,35.882778,"c(-86.433889, 35.882778)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,406196.6
Tallgrass Prairie National Preserve,TAPR,Historic Springs and Old Wells,Historic Springs and Old Wells,Non-Potable (NonPOT),NA,shallow groundwater,-96.55024,38.433664,"c(-96.55024, 38.433664)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,29211.6
Theodore Roosevelt National Park,THRO,NU-WHF Animal Watering System,NA,Non-Potable (NonPOT),NA,unknown groundwater,-103.3001,47.58092,"c(-103.3001, 47.58092)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,741472
Theodore Roosevelt National Park,THRO,SU-Cottonwood Campground Water System,Cottonwood Campground,Transient Non-Community Water System (TNC),ND0410678,deep groundwater,-103.530211,46.949964,"c(-103.530211, 46.949964)",COTTONWOOD CAMPGROUND 6,TNCWS,90,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,741472
Theodore Roosevelt National Park,THRO,SU-Peaceful Valley Water System,PEACEFUL VALLEY RANCH #2,Transient Non-Community Water System (TNC),ND0410609,deep groundwater,-103.503085,46.958966,"c(-103.503085, 46.958966)",PEACEFUL VALLEY RANCH #2,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,741472
Theodore Roosevelt National Park,THRO,SU-Roundup Horse Camp Water System,Roundup Solar Water Systems,Non-Public Water System (NP),NA,deep groundwater,-103.506875,47.007167,"c(-103.506875, 47.007167)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,741472
Theodore Roosevelt National Park,THRO,SU-WHF Animal Watering System,Animal,Non-Potable (NonPOT),NA,unknown groundwater,-103.3178,46.93312,"c(-103.3178, 46.93312)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,741472
Theodore Roosevelt National Park,THRO,NU-Campground Water System,Juniper Campground,Transient Non-Community Water System (TNC),ND2710909,deep groundwater,-103.337023,47.59501,"c(-103.337023, 47.59501)",JUNIPER CAMPGROUND,TNCWS,67,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,741472
Theodore Roosevelt National Park,THRO,NU-Headquarters Water System,T ROOSEVELT NATL PK-NORTH,Transient Non-Community Water System (TNC),ND2710994,deep groundwater,-103.260102,47.599954,"c(-103.260102, 47.599954)",T ROOSEVELT NATL PK-NORTH,TNCWS,35,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,741472
Thomas Stone National Historic Site,THST,Park-Wide Water System,NA,Transient Non-Community Water System (TNC),MD1081165,unknown groundwater,-77.03929,38.53115,"c(-77.03929, 38.53115)",THOMAS STONE NATIONAL HISTORIC SITE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4798.6
Timpanogos Cave National Monument,TICA,TICA WATER SYSTEM,NA,Transient Non-Community Water System (TNC),UTAH25105,spring,-111.705021,40.448851,"c(-111.705021, 40.448851)",TIMPANOGOS CAVE,TNCWS,160,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,121053.4
Timpanogos Cave National Monument,TICA,TICA WATER SYSTEM,NA,Transient Non-Community Water System (TNC),UTAH25105,spring,-111.70496,40.44393,"c(-111.70496, 40.44393)",TIMPANOGOS CAVE,TNCWS,160,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,121053.4
Timucuan Ecological and Historic Preserve,TIMU,Broward House Water System,Broward House Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.43263,30.4027,"c(-81.43263, 30.4027)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1020812
Timucuan Ecological and Historic Preserve,TIMU,Crabtree Water System,Crabtree Water System,Non-Public Water System (NP),NA,deep groundwater,-81.437,30.436,"c(-81.437, 30.436)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1020812
Timucuan Ecological and Historic Preserve,TIMU,Johnson Barn Water System,Johnson Barn Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.4357,30.43912,"c(-81.4357, 30.43912)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1020812
Timucuan Ecological and Historic Preserve,TIMU,KP-Kingsley Water Well,Kingsley Plantation Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.43706,30.43896,"c(-81.43706, 30.43896)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1020812
Timucuan Ecological and Historic Preserve,TIMU,KP-Quarters 5310-1 Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-81.43599,30.43553,"c(-81.43599, 30.43553)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1020812
Timucuan Ecological and Historic Preserve,TIMU,TRA- Water System,TRA Water System,Non-Public Water System (NP),NA,unknown groundwater,-81.48495,30.37002,"c(-81.48495, 30.37002)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1020812
Tonto National Monument,TONT,Parkwide Water System,NA,Transient Non-Community Water System (TNC),AZ0404702,shallow groundwater,-111.112377,33.645766,"c(-111.112377, 33.645766)",TONTO NATIONAL MONUMENT,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,30410.8
Tumacacori National Historical Park,TUMA,Mission/Visitor Center (North) Side Water System,NA,Transient Non-Community Water System (TNC),AZ0412701,shallow groundwater,-111.047068,31.57028,"c(-111.047068, 31.57028)",TUMACACORI NATIONAL HISTORIC PARK,TNCWS,170,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,34744
Tumacacori National Historical Park,TUMA,Maintenance/Administrative (South) Side Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-111.049196,31.568447,"c(-111.049196, 31.568447)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,34744
Tuzigoot National Monument,TUZI,Tuzigoot Parkwide Water System,NA,Transient Non-Community Water System (TNC),AZ0413703,deep groundwater,-112.026138,34.769685,"c(-112.026138, 34.769685)",TUZIGOOT NATIONAL MONUMENT,TNCWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,107747.4
Ulysses S.  Grant National Historic Site,ULSG,Main House Cistern HS-07,NA,Non-Potable (NonPOT),NA,unknown groundwater,-90.35155,38.55208,"c(-90.35155, 38.55208)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,35088.2
Upper Delaware Scenic and Recreation River,UPDE,Cowen House (Ranger Station),NA,Non-Public Water System (NP),NA,unknown groundwater,-74.894015,41.458842,"c(-74.894015, 41.458842)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,557477.4
Upper Delaware Scenic and Recreation River,UPDE,Headquarters,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.05132,41.619258,"c(-75.05132, 41.619258)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,557477.4
Upper Delaware Scenic and Recreation River,UPDE,Margold House and Maintenance,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.98549,41.47963,"c(-74.98549, 41.47963)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,557477.4
Upper Delaware Scenic and Recreation River,UPDE,Milanville House,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.064318,41.672845,"c(-75.064318, 41.672845)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,557477.4
Upper Delaware Scenic and Recreation River,UPDE,Zane Grey House,NA,Non-Public Water System (NP),NA,deep groundwater,-74.9875,41.48556,"c(-74.9875, 41.48556)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,557477.4
Valley Forge National Historical Park,VAFO,Lafayette's Quarters Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.45748,40.08063,"c(-75.45748, 40.08063)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1742720
Valley Forge National Historical Park,VAFO,Walnut Hill Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.45808,40.11023,"c(-75.45808, 40.11023)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,1742720
Valley Forge National Historical Park,VAFO,Betzwood Water System,NA,Transient Non-Community Water System (TNC),PA1460823,unknown groundwater,-75.42123,40.1109,"c(-75.42123, 40.1109)",VALLEY FORGE NATL PARK,TNCWS,2300,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300",1742720
Valles Caldera National Preserve,VALL,Water System,NA,Non-Public Water System (NP),NA,river/stream,-106.52274,35.86516,"c(-106.52274, 35.86516)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,77359
Valles Caldera National Preserve,VALL,Water System,NA,Proposed System,NA,deep groundwater,-106.5211,35.858542,"c(-106.5211, 35.858542)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77359
Voyageurs National Park,VOYA,Kettle Falls Maint.,Kettle Falls Maint.,Non-Potable (NonPOT),NA,unknown groundwater,-92.63998,48.50249,"c(-92.63998, 48.50249)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,218131.4
Voyageurs National Park,VOYA,King Williams Cabin( Sand Point Ranger Stng),NA,Non-Public Water System (NP),NA,unknown groundwater,-92.468,48.30281,"c(-92.468, 48.30281)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,218131.4
Voyageurs National Park,VOYA,NAR Drinking Water system ARVC comf. station & Q14,Ash River Trail Visitors Center NPS,Transient Non-Community Water System (TNC),MN5691219,deep groundwater,-92.850465,48.435503,"c(-92.850465, 48.435503)",Ash River Trail Visitors Center NPS,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,218131.4
Voyageurs National Park,VOYA,NAR Drinking Water system Ash River maint bldg. 94,NA,Non-Public Water System (NP),NA,deep groundwater,-92.85034,48.43555,"c(-92.85034, 48.43555)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,218131.4
