park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,deep groundwater,-78.424453,38.512917,"c(-78.424453, 38.512917)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Big Meadows,NA,Non-Transient Non-Community Water System (NTNC),VA2139001,unknown groundwater,-78.42464,38.51181,"c(-78.42464, 38.51181)",SNP-BIG MEADOWS,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Pinnacles,NA,Transient Non-Community Water System (TNC),VA2139590,unknown groundwater,-78.34153,38.62031,"c(-78.34153, 38.62031)",SNP-PINNACLES,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Shenandoah National Park,SHEN,Elkwallow,NA,Transient Non-Community Water System (TNC),VA2139663,deep groundwater,-78.317752,38.73467,"c(-78.317752, 38.73467)",SNP-ELKWALLOW,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Shenandoah National Park,SHEN,Park Headquarters,NA,Non-Transient Non-Community Water System (NTNC),VA2139665,deep groundwater,-78.370971,38.667723,"c(-78.370971, 38.667723)",SNP-NATIONAL PARK HEADQUARTERS,NTNCWS,110,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Park Headquarters,NA,Non-Transient Non-Community Water System (NTNC),VA2139665,deep groundwater,-78.36866,38.66641,"c(-78.36866, 38.66641)",SNP-NATIONAL PARK HEADQUARTERS,NTNCWS,110,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Lewis Mountain,NA,Transient Non-Community Water System (TNC),VA2139666,deep groundwater,-78.478432,38.439434,"c(-78.478432, 38.439434)",SNP-LEWIS MOUNTAIN,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,spring,-78.37933,38.59638,"c(-78.37933, 38.59638)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,deep groundwater,-78.3828,38.587269,"c(-78.3828, 38.587269)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,unknown groundwater,-78.37933,38.59638,"c(-78.37933, 38.59638)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,deep groundwater,-78.382489,38.587294,"c(-78.382489, 38.587294)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Skyland,NA,Non-Transient Non-Community Water System (NTNC),VA2139668,deep groundwater,-78.382997,38.591011,"c(-78.382997, 38.591011)",SNP-SKYLAND,NTNCWS,125,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Shenandoah National Park,SHEN,Thornton Gap,NA,Transient Non-Community Water System (TNC),VA2139938,deep groundwater,-78.326725,38.658062,"c(-78.326725, 38.658062)",SNP-PANORAMA/THORNTON GAP,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Shenandoah National Park,SHEN,Swift Run Gap,NA,Transient Non-Community Water System (TNC),VA2165681,unknown groundwater,-78.5493,38.35793,"c(-78.5493, 38.35793)",SNP-SWIFT RUN GAP,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Shenandoah National Park,SHEN,Piney River/Mathews Arm,NA,Transient Non-Community Water System (TNC),VA2187630,deep groundwater,-78.299117,38.764097,"c(-78.299117, 38.764097)",SNP-PINEY RIVER/MATHEWS ARM,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Shenandoah National Park,SHEN,Dickey Ridge,NA,Transient Non-Community Water System (TNC),VA2187735,deep groundwater,-78.200586,38.854961,"c(-78.200586, 38.854961)",SNP-DICKEY RIDGE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Shiloh National Military Park,SHIL,Corinth Water System,NA,Community Water System (CWS),MS0020002,municipal,-88.525668,34.936018,"c(-88.525668, 34.936018)",CITY OF CORINTH,CWS,15000,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Shiloh National Military Park,SHIL,Michie Water System,NA,Community Water System (CWS),TN0000454,municipal,-88.438061,35.055395,"c(-88.438061, 35.055395)",MICHIE WATER DEPT,CWS,2825,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Shiloh National Military Park,SHIL,Water System - Picnic Area,NA,Community Water System (CWS),TN0000454,municipal,-88.3526,35.1475,"c(-88.3526, 35.1475)",MICHIE WATER DEPT,CWS,2825,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Sleeping Bear Dunes National Lakeshore,SLBE,1440 PRCG Water System,Platte River Water Camp ground,Transient Non-Community Water System (TNC),MI0007205,shallow groundwater,-86.115301,44.715746,"c(-86.115301, 44.715746)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sleeping Bear Dunes National Lakeshore,SLBE,1440 PRCG Water System,Platte River Water Camp ground,Transient Non-Community Water System (TNC),MI0007205,shallow groundwater,-86.116308,44.716969,"c(-86.116308, 44.716969)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sleeping Bear Dunes National Lakeshore,SLBE,1770 PR Loon Lake Comfort Station Water System,Loon Lake CS,Transient Non-Community Water System (TNC),MI0005574,shallow groundwater,-86.125658,44.708576,"c(-86.125658, 44.708576)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sleeping Bear Dunes National Lakeshore,SLBE,2100 D.H. Day Campground Water System,DH-1-P DH DAY CG,Transient Non-Community Water System (TNC),MI0005572,shallow groundwater,-86.020264,44.896652,"c(-86.020264, 44.896652)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sleeping Bear Dunes National Lakeshore,SLBE,2090 Outpost Group Water System,DH-5-P OUTPOST CG,Transient Non-Community Water System (TNC),MI2010845,deep groundwater,-86.04238,44.89142,"c(-86.04238, 44.89142)",SLBE OUTPOST CAMPGROUND DH5P,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,2740 Dune Climb Water System,NA,Transient Non-Community Water System (TNC),MI0005573,shallow groundwater,-86.042503,44.882477,"c(-86.042503, 44.882477)",OAKLAND HUNT SUBDIVISION,CWS,671,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Sleeping Bear Dunes National Lakeshore,SLBE,2040 Picnic Mountain Water System,Picnic Mtn,Transient Non-Community Water System (TNC),MI2011345,deep groundwater,-86.049626,44.871018,"c(-86.049626, 44.871018)",SLBE STOCKING PICNIC MTN DH13P,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,4300 SLBE USCGS Water System,"Coast Guard, Glen Haven Maritime Museum and Life-Saving Station",Transient Non-Community Water System (TNC),MI0005575,shallow groundwater,-86.03382,44.90803,"c(-86.03382, 44.90803)",PRESQUE ISLE HARBOR WATER CO.,CWS,845,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Sleeping Bear Dunes National Lakeshore,SLBE,2170 Glen Haven Water System,DH-17-P GLEN HAVEN STORE,Transient Non-Community Water System (TNC),MI0005571,shallow groundwater,-86.027489,44.902411,"c(-86.027489, 44.902411)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sleeping Bear Dunes National Lakeshore,SLBE,6410 SMI Weather Station Water System #1,South Manitou Island,Transient Non-Community Water System (TNC),MI2012545,shallow groundwater,-86.10749,45.00275,"c(-86.10749, 45.00275)",SLBE WEATHERSTA CG 1 S SM4P,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,6400 SMI Weather Station Water System #2,South Manitou Island,Transient Non-Community Water System (TNC),MI2012645,deep groundwater,-86.113983,45.001734,"c(-86.113983, 45.001734)",SLBE WEATHERSTA CG 2 N SM10P,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,6480 SMI Village Water System,SMI Village,Transient Non-Community Water System (TNC),MI0005576,shallow groundwater,-86.09417,45.0097,"c(-86.09417, 45.0097)",PRESTWICK VILLAGE,CWS,1079,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Sleeping Bear Dunes National Lakeshore,SLBE,6480 SMI Village Water System,SMI Village,Transient Non-Community Water System (TNC),MI0005576,shallow groundwater,-86.09417,45.0097,"c(-86.09417, 45.0097)",PRESTWICK VILLAGE,CWS,1079,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Sleeping Bear Dunes National Lakeshore,SLBE,8190 NMI Village Water System,North Manitou,Transient Non-Community Water System (TNC),MI2013345,shallow groundwater,-85.97714,45.1225,"c(-85.97714, 45.1225)",SLBE VILLAGE UTILITIES NM1P,TNCWS,250,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Sleeping Bear Dunes National Lakeshore,SLBE,1730 PR Platte Point Comfort Station Water System,Platte,Transient Non-Community Water System (TNC),MI2014710,shallow groundwater,-86.15555,44.72994,"c(-86.15555, 44.72994)",SLBE PLATTE BAY PR14P,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,2700 Scenic Drive Kiosk Water System,DH-11-P SCENIC DR KIOSK,Transient Non-Community Water System (TNC),MI2023945,deep groundwater,-86.036872,44.860105,"c(-86.036872, 44.860105)",SCENIC DRIVE KIOSK,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,1050 Empire Water System,Empire Maint Water System,Transient Non-Community Water System (TNC),MI2011445,unknown groundwater,-86.05352,44.80315,"c(-86.05352, 44.80315)",SLBE EMPIRE MAINTENANCE SHOP PR11P,TNCWS,40,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,2300 Kropp Well Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-85.80785,44.93881,"c(-85.80785, 44.93881)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,4301 Tweddle Farmhouse QTRS Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-86.057529,44.792692,"c(-86.057529, 44.792692)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,4309 Esch Farmhouse QTRS Water System,NA,Non-Public Water System (NP),NA,deep groundwater,-86.053337,44.76237,"c(-86.053337, 44.76237)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,4339 William Day House QTRS Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-86.027087,44.902735,"c(-86.027087, 44.902735)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,4360 Dechow/Klett Farmhouse QTRS Water System,DH-12-NP KLETT FARMHOUSE,Non-Public Water System (NP),NA,shallow groundwater,-85.936582,44.935654,"c(-85.936582, 44.935654)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,"4370 Olsen, Charles Farmhouse Water System",Olsen Farm (Active),Non-Public Water System (NP),NA,unknown groundwater,-85.940648,44.93613,"c(-85.940648, 44.93613)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,4390 Thoreson Farmhouse Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-85.958837,44.930443,"c(-85.958837, 44.930443)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,6440 SMI School House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-86.113902,45.01827,"c(-86.113902, 45.01827)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,6460 SMI Popple Campground Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-86.11608,45.04618,"c(-86.11608, 45.04618)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sleeping Bear Dunes National Lakeshore,SLBE,HQ GSA BLDG,HQ GSA BLDG,Community Water System (CWS),MI0002130,municipal,-86.058806,44.814378,"c(-86.058806, 44.814378)","EMPIRE, VILLAGE OF",CWS,400,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Statue of Liberty National Monument,STLI,Ellis Island,NA,Community Water System (CWS),NJ0906001,municipal,-74.04009,40.70004,"c(-74.04009, 40.70004)",JERSEY CITY MUA,CWS,262000,2,3,4,5,9,"10,000+",">50,000",100K+,">100,000","250,001-500,000"
Statue of Liberty National Monument,STLI,Liberty Island,NA,Community Water System (CWS),NJ0906001,municipal,-74.045171,40.68988,"c(-74.045171, 40.68988)",JERSEY CITY MUA,CWS,262000,2,3,4,5,9,"10,000+",">50,000",100K+,">100,000","250,001-500,000"
Stones River National Battlefield,STRI,City of Murfreesboro Water System,City of Murfreesboro Water System,Community Water System (CWS),TN0000491,municipal,-86.426058,35.852801,"c(-86.426058, 35.852801)",MURFREESBORO WATER DEPARTMENT,CWS,114331,2,3,4,5,8,"10,000+",">50,000",100K+,">100,000","100,001-250,000"
Stones River National Battlefield,STRI,Cemetery Well Water System,Cemetery Water System,Non-Potable (NonPOT),NA,deep groundwater,-86.433889,35.882778,"c(-86.433889, 35.882778)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Sunset Crater Volcano National Monument,SUCR,SUCR Water System,Doney Park Water,Community Water System (CWS),AZ0403005,municipal,-111.514566,35.268575,"c(-111.514566, 35.268575)",DONEY PARK WATER,CWS,8996,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Tallgrass Prairie National Preserve,TAPR,Historic Springs and Old Wells,Historic Springs and Old Wells,Non-Potable (NonPOT),NA,shallow groundwater,-96.55024,38.433664,"c(-96.55024, 38.433664)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Tallgrass Prairie National Preserve,TAPR,TAPR  Primary  Water System,NA,Community Water System (CWS),KS2001710,municipal,-96.5404,38.394767,"c(-96.5404, 38.394767)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theodore Roosevelt National Park,THRO,NU-WHF Animal Watering System,NA,Non-Potable (NonPOT),NA,unknown groundwater,-103.3001,47.58092,"c(-103.3001, 47.58092)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Theodore Roosevelt National Park,THRO,SU-Cottonwood Campground Water System,Cottonwood Campground,Transient Non-Community Water System (TNC),ND0410678,deep groundwater,-103.530211,46.949964,"c(-103.530211, 46.949964)",COTTONWOOD CAMPGROUND 6,TNCWS,90,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Theodore Roosevelt National Park,THRO,SU-Peaceful Valley Water System,PEACEFUL VALLEY RANCH #2,Transient Non-Community Water System (TNC),ND0410609,deep groundwater,-103.503085,46.958966,"c(-103.503085, 46.958966)",PEACEFUL VALLEY RANCH #2,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Theodore Roosevelt National Park,THRO,SU-Roundup Horse Camp Water System,Roundup Solar Water Systems,Non-Public Water System (NP),NA,deep groundwater,-103.506875,47.007167,"c(-103.506875, 47.007167)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Theodore Roosevelt National Park,THRO,SU-WHF Animal Watering System,Animal,Non-Potable (NonPOT),NA,unknown groundwater,-103.3178,46.93312,"c(-103.3178, 46.93312)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Theodore Roosevelt National Park,THRO,NU-Campground Water System,Juniper Campground,Transient Non-Community Water System (TNC),ND2710909,deep groundwater,-103.337023,47.59501,"c(-103.337023, 47.59501)",JUNIPER CAMPGROUND,TNCWS,67,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Theodore Roosevelt National Park,THRO,NU-Headquarters Water System,T ROOSEVELT NATL PK-NORTH,Transient Non-Community Water System (TNC),ND2710994,deep groundwater,-103.260102,47.599954,"c(-103.260102, 47.599954)",T ROOSEVELT NATL PK-NORTH,TNCWS,35,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Theodore Roosevelt National Park,THRO,SU-Headquarters Water System,HQ Medora,Community Water System (CWS),ND0400638,municipal,-103.52628,46.91659,"c(-103.52628, 46.91659)",MEDORA CITY OF,CWS,112,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Theodore Roosevelt National Park,THRO,SU-Painted Canyon Water System,Southwest Community Rural Water System,Community Water System (CWS),ND4501434,municipal,-103.38175,46.8955,"c(-103.38175, 46.8955)",SOUTHWEST WATER AUTHORITY,CWS,8537,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Thomas Stone National Historic Site,THST,Park-Wide Water System,NA,Transient Non-Community Water System (TNC),MD1081165,unknown groundwater,-77.03929,38.53115,"c(-77.03929, 38.53115)",THOMAS STONE NATIONAL HISTORIC SITE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
